,100.558,107.665,42.9171
90.9873,115.52,42.1413
80.8093,122.531,43.4844
70.0979,128.649,41.9515
47.3886,138.057,41.6684
35.5544,141.287,43.3387
11.3503,144.704,41.1338
-0.847069,144.874,40.5805
-25.0012,142.152,41.43
-106.528,94.1322,40.8463
-113.843,84.686,40.9068
-138.477,-16.3531,42.8213
-133.261,-39.1577,40.9797
-124.333,-60.6815,42.2528
-78.5451,-111.904,42.0605
71.2434,-112.197,42.558
96.4059,-90.294,43.1434
115.181,-62.9685,42.5826
119.816,-52.9575,42.0964
124.591,32.7208,42.137
121.144,42.9827,42.4144
57.4096,112.261,40.9835
37.6365,119.769,42.2909
-3.98509,124.387,41.3282
-34.6891,118.666,40.1479
-44.4391,115.077,40.5194
-62.8028,105.541,40.9181
-79.2357,93.1181,40.6653
-93.2915,78.1838,40.1108
-99.3077,69.9112,39.7683
-104.595,61.1817,40.2281
-109.12,52.0591,39.8931
-117.763,-17.0433,40.544
-115.648,-26.8164,40.8177
-109.02,-45.5929,40.8076
-104.561,-54.4658,40.9208
-99.3839,-62.9129,41.084
-93.5283,-70.8761,41.0179
-87.0389,-78.3014,41.2082
-79.9646,-85.1388,41.4764
-55.7776,-101.69,41.1826
-37.7823,-109.078,40.8532
-28.4159,-111.602,40.3597
19.3984,-112.13,41.0965
28.6825,-109.839,41.6292
37.7192,-106.782,41.3336
54.802,-98.4799,41.9907
77.0913,-81.0812,42.235
83.427,-74.1351,41.6423
89.1422,-66.699,41.6345
94.1993,-58.8279,41.7021
108.654,-15.048,41.7723
109.261,-5.85042,40.9873
108.154,12.466,41.8413
96.9867,47.0001,41.9221
87.3008,62.2596,40.7163
81.5519,69.1977,41.0931
75.2559,75.6114,40.7219
53.5756,91.2992,40.5779
45.5964,95.231,40.5456
-6.04661,103.764,40.0052
-31.5142,98.1847,39.8692
-39.5474,94.9366,39.7803
-88.1805,48.5278,39.8893
-96.708,24.7674,40.8365
-98.1767,16.5084,40.2768
-98.3693,-8.45917,39.9593
-85.1416,-47.2239,40.552
-50.8134,-81.1135,40.2332
-36.3035,-87.97,40.6739
-5.16091,-93.9273,40.8654
53.24,-74.8745,41.4001
59.1658,-69.9266,41.4825
64.6379,-64.5139,41.1214
74.0804,-52.4616,41.6104
81.3244,-39.0776,41.5631
88.5747,-9.91177,41.6771
88.8198,-2.42666,41.1656
85.809,19.645,40.8001
83.5932,26.7021,40.3932
80.8002,33.5264,41.9043
53.484,67.1304,40.5711
14.0753,82.9977,39.9409
-0.0218951,83.6331,39.6577
-33.6084,75.0798,39.3451
-39.6652,71.7498,41.3816
-50.7773,63.6646,39.5742
-78.1824,11.0504,39.592
-72.2348,-27.5477,39.9673
-66.1278,-38.9756,40.1709
-58.2468,-49.144,40.2936
-53.7168,-53.67,40.6241
-43.6523,-61.4588,40.5966
-26.6282,-69.6411,40.7013
-8.30204,-73.264,40.9646
4.05327,-73.0701,40.8566
10.1404,-72.1986,40.5607
27.5321,-66.6164,40.9004
32.9061,-63.8228,40.55
42.7984,-56.971,40.8654
47.2508,-52.968,41.353
58.2942,-39.0319,40.8896
61.1269,-33.8623,41.3165
63.5048,-28.4936,41.8071
65.4147,-22.9656,41.6969
68.2541,-5.83344,39.7245
67.7184,5.63291,40.6365
66.734,11.2573,40.9108
61.0546,27.2279,41.023
51.6749,41.0967,40.4103
39.2782,52.0388,40.5617
34.6198,54.9221,41.2311
29.7557,57.3923,40.2206
24.7223,59.4353,40.2104
19.5567,61.0401,40.0561
3.64759,63.1648,39.7046
-1.66549,62.9725,38.9736
-6.92051,62.336,40.0646
-12.0806,61.2638,39.9445
-17.1097,59.7672,42.1414
-21.9734,57.8606,40.0195
-31.0731,52.8888,39.5976
-35.2482,49.8658,39.4187
-45.9527,38.95,39.8101
-55.2071,21.1975,39.5507
-56.5283,16.4069,40.0195
-57.9299,6.64637,40.0175
-57.6744,-3.11849,40.4389
-56.9354,-7.91563,39.9132
-55.8001,-12.6109,40.0553
-52.3905,-21.5671,40.6413
-50.1479,-25.767,40.791
-41.5072,-36.9232,40.9745
-38.0681,-40.0804,40.9332
-34.3933,-42.9222,41.3487
-30.5114,-45.4314,41.2454
-26.4521,-47.5935,40.2251
-22.2463,-49.3964,40.9408
-9.06649,-52.5715,41.1231
4.28059,-52.3455,40.7238
8.61833,-51.5287,40.7511
12.8494,-50.3551,40.7422
16.9447,-48.8368,41.1663
20.8763,-46.9883,41.1309
28.1449,-42.3694,41.1197
34.4646,-36.6562,41.0631
37.2177,-33.4463,41.223
39.6765,-30.0343,40.7376
41.8267,-26.4468,41.4506
45.1557,-18.8566,40.87
47.7479,-2.8242,41.0055
46.9981,5.15128,40.8085
37.293,26.283,40.7023
31.9737,31.7679,40.9251
29.0126,34.1319,41.0744
25.8816,36.2245,41.089
22.6053,38.0339,41.793
15.7185,40.7673,40.9681
-2.22554,42.2542,40.5961
-15.6336,38.1281,41.0612
-18.6563,36.434,40.2192
-21.5057,34.5033,40.1516
-24.1636,32.3531,40.5604
-28.8404,27.4692,40.2072
-30.8314,24.7758,41.8003
-34.0627,18.9941,40.1606
-35.2867,15.9511,40.7583
-36.2421,12.8375,40.4428
-36.9255,9.6769,40.7458
-37.3361,6.49269,40.7685
-37.4746,3.30826,40.364
-36.9491,-2.96961,40.9407
-36.2965,-6.01861,40.9493
-35.3948,-8.97928,40.8479
-32.8865,-14.5561,40.845
-29.5242,-19.5528,40.7194
-27.5603,-21.7931,41.0487
-25.4302,-23.843,40.8236
-23.152,-25.6904,40.4389
-20.7445,-27.3249,40.9973
-15.6203,-29.9234,41.2824
-7.46566,-32.0691,41.6371
6.01654,-30.9668,41.1785
10.9225,-29.0052,41.322
20.8423,-21.036,41.2106
24.7231,-14.7409,41.2411
26.3274,-10.1932,41.3286
26.8257,-7.86726,41.4573
27.2157,-3.19952,41.0966
26.8155,1.37484,41.0519
26.3314,3.58589,40.6535
25.6674,5.72559,40.7899
24.8319,7.77948,40.706
23.8347,9.73405,43.9228
22.6865,11.5768,41.006
19.9844,14.8824,40.9315
18.4563,16.3259,41.5581
16.8285,17.6192,41.5513
15.1151,18.7558,40.7685
11.4912,20.54,41.8059
9.61049,21.1813,41.4875
5.78702,21.9573,41.4873
3.87386,22.0938,40.8283
0.116463,21.878,41.5792
-1.70051,21.535,40.847
-3.45918,21.0433,41.2237
-5.14756,20.4103,41.7492
-8.26979,18.7546,41.4393
-10.9891,16.6438,40.7254
-12.1777,15.4446,41.5447
-13.2437,14.1649,44.2451
-14.1821,12.8167,41.3136
-14.989,11.4124,42.5991
-15.6618,9.96425,41.371
-16.1989,8.48481,40.9173
-16.5999,6.98649,41.541
-16.9974,3.98202,41.5902
-16.8727,1.04528,41.1361
-16.6246,-0.370007,41.3466
-16.2599,-1.73625,41.6973
-15.7852,-3.04404,42.0193
-15.2077,-4.28471,41.8008
-14.5351,-5.45037,41.6462
-13.7761,-6.534,41.5324
-12.0348,-8.43153,41.3114
-11.0716,-9.23594,41.3829
-10.0598,-9.93935,41.2987
-9.00949,-10.5394,41.6309
-7.93077,-11.0348,41.3424
-6.83367,-11.425,41.4475
-5.72809,-11.7106,43.1695
-3.52991,-11.9743,41.7658
-2.45568,-11.9579,41.7288
-1.40958,-11.8475,40.1153
-0.399629,-11.6479,41.2942
0.56674,-11.3643,41.4319
1.48272,-11.0026,41.4257
2.34218,-10.5693,41.4793
3.13974,-10.0713,41.5493
3.87075,-9.51584,41.5909
4.53137,-8.91061,41.4602
5.11854,-8.26341,41.8002
5.63003,-7.58223,41.7662
6.06441,-6.87509,41.9381
6.70018,-5.41506,41.8005
6.90272,-4.67788,41.7166
7.03037,-3.94607,41.7838
7.08557,-3.22684,41.8094
7.07141,-2.52706,41.7267
6.85044,-1.211,41.7015
6.65274,-0.606032,41.8409
6.10921,0.473832,41.8266
5.77502,0.941038,41.7295
5.40745,1.35575,41.8131
5.01293,1.71582,41.847
4.598,2.01982,41.9187
4.16922,2.267,41.7798
3.73314,2.45735,41.8787
3.2962,2.59152,42.3902
2.86464,2.67086,41.6458
2.4445,2.69733,41.7078
2.04148,2.67353,42.4094
1.66094,2.60264,42.0794
1.3078,2.48835,41.9418
0.986523,2.33486,41.641
0.701052,2.14677,41.6937
0.454773,1.92909,42.0374
0.250483,1.6871,41.9869
-0.0240427,1.15259,41.7102
-0.0918436,0.871638,41.6585
0.0978648,-0.207081,41.2312
0.253587,-0.437197,41.5164
0.447692,-0.640917,42.4493
2.86948,-0.850251,41.1505
4.09349,0.198415,42.1156
4.33629,0.578199,41.6199
4.54228,0.999931,41.7763
4.88827,2.47728,40.6538
4.89797,3.02446,41.0995
4.73737,4.16701,41.081
4.56193,4.74966,41.2775
4.32072,5.33088,41.0141
4.01287,5.90364,41.2194
3.63822,6.46076,41.2111
3.19738,6.99497,40.6567
2.69168,7.499,41.0789
1.49489,8.388,43.016
0.810247,8.75913,41.3531
-1.53481,9.50245,41.494
-2.39466,9.60804,40.8259
-4.19137,9.57771,41.2541
-5.11299,9.43462,40.7863
-6.03928,9.20267,40.7058
-6.96168,8.88016,41.2596
-8.75944,7.9607,40.9686
-9.61677,7.36455,41.6453
-11.2031,5.90797,41.3473
-11.9143,5.05364,41.4216
-12.5594,4.12081,41.5629
-13.1301,3.11471,40.4093
-13.6186,2.04139,41.1538
-14.0178,0.907717,41.2319
-14.3207,-0.278723,40.8813
-14.5215,-1.50962,41.3091
-14.6148,-2.77603,41.5227
-13.8354,-7.99916,41.8085
-13.3411,-9.29132,41.3578
-12.7259,-10.5559,40.9887
-11.991,-11.7815,41.6105
-11.1388,-12.9569,41.0663
-9.09678,-15.1127,41.2297
-7.91686,-16.0715,41.2614
-6.63928,-16.9371,40.4467
-5.27152,-17.6999,41.5202
-2.29993,-18.8812,41.1414
0.920327,-19.5517,41.0103
2.59606,-19.6792,40.9076
4.29946,-19.6614,41.393
9.44643,-18.7048,41.5928
12.7735,-17.3034,41.5032
15.8886,-15.3033,41.6202
17.3327,-14.0884,41.4595
18.6834,-12.7378,41.5611
19.9282,-11.2588,41.596
21.0549,-9.65967,41.8555
24.1637,-2.26925,41.0186
24.5451,-0.233481,40.7931
24.7534,1.85036,40.6135
24.292,8.23894,40.9366
22.1587,14.4975,40.664
21.0798,16.4782,40.7206
16.8021,21.8771,40.4853
13.1597,24.8701,40.3133
8.98214,27.2472,40.4455
1.94857,29.4537,40.0591
-0.538179,29.7894,42.8663
-5.62134,29.8214,40.8128
-8.18101,29.5098,40.2441
-10.7275,28.977,40.2934
-13.2417,28.2231,41.4736
-22.591,23.0571,40.975
-26.5802,19.2727,40.5782
-28.342,17.1138,40.4263
-29.9273,14.7942,40.5847
-31.3215,12.3284,41.2184
-32.5112,9.73217,40.5318
-34.2299,4.21806,40.9969
-34.7821,-7.55512,40.9192
-34.2882,-10.5321,41.0044
-33.5382,-13.4789,40.8945
-32.5336,-16.3734,40.9953
-28.0379,-24.5238,40.8899
-18.9126,-33.3667,40.4832
-3.77038,-39.5549,40.8705
-0.436435,-40.0078,40.9139
6.35582,-40.0612,40.6814
9.76551,-39.6535,40.3661
13.1512,-38.9542,40.6969
16.4878,-37.9645,41.0389
19.7503,-36.6879,41.0848
22.9139,-35.1298,41.7602
28.8478,-31.2019,40.9316
34.1027,-26.2674,40.9891
38.5073,-20.4445,40.6561
43.1975,-10.3748,40.8814
44.8755,-3.03177,40.6691
45.0246,8.42206,40.5407
43.4963,16.0337,41.0117
10.2629,48.5959,40.1133
-6.49954,50.3533,39.8742
-10.7657,49.8987,39.6653
16.2704,-59.3321,41.4181
54.6958,-33.236,41.3683
64.8659,-8.17722,40.9117
57.7005,35.186,40.4726
51.4091,44.7129,40.9741
23.9423,65.5495,40.452
6.89657,70.2735,39.6791
-22.836,68.2693,39.8049
-44.7711,57.7706,39.3561
-68.6414,29.5688,39.5831
-71.1441,23.7838,40.0826
-73.1583,17.7867,39.5988
-74.666,11.619,40.3622
-75.397,-13.8856,39.8517
-70.2899,-32.62,40.4798
-56.3661,-54.7658,40.7609
-29.5993,-74.2854,41.2751
-10.2166,-80.1415,41.0873
-3.45826,-80.9912,40.5668
64.9548,-53.4019,41.647
79.9763,-29.3384,41.8387
86.2769,-1.30263,41.7684
85.8198,13.2473,40.6698
84.6702,20.4761,40.6018
80.5505,34.5823,40.8552
70.0155,54.1044,40.8375
65.4242,59.9818,40.7151
54.793,70.5243,40.6873
21.5459,88.0842,40.2835
14.111,89.8544,40.3344
-1.14187,91.4976,39.5802
-31.6644,87.0208,40.1339
